"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Apocynaceae","Peplonia","organensis","(E.Fourn.) Fontella & Rapini","APOCYNACEAE Peplonia organensis (E.Fourn.) Fontella & Rapini","145082","GBIF","SPF","Rapini, A.","927","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","142060","GBIF","UEC","Gomes, S.M.","727","Native","Latão","High","Parque Nacional da Serra da Bocaina, Núcleo Pinciguaba.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Aquifoliaceae","Ilex",,"L.","AQUIFOLIACEAE Ilex L.","170699","GBIF","UEC","Almeda, F.","9848",,"Latão","High","Municipio São Jose do Barreiro. Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Araceae","Anthurium","lucioi","Nadruz","ARACEAE Anthurium lucioi Nadruz","RB00853639","GBIF","RB","Nadruz, M.","2823","Native","Ouro","High","Picada que liga a Pousada Campos da Bocaina a Pedra Alta (bacia). PARNA Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Araceae","Anthurium","minarum","Sakur. & Mayo","ARACEAE Anthurium minarum Sakur. & Mayo","RB00853638","GBIF","RB","Nadruz, M.","2822","Native","Ouro","High","Picada que liga a Pousada Campos da Bocaina a Pedra Alta (Bacia) . PARNA Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Arecaceae","Geonoma","wittigiana","Glaz. ex Drude","ARECACEAE Geonoma wittigiana Glaz. ex Drude","288614","GBIF","SP","Catharino, E.L.M.","1956","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Propriedade de Sebastião Arantes e família, atrás da casa","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","auritum","Sw.","ASPLENIACEAE Asplenium auritum Sw.","64189","GBIF","UPCB","Brade, A.C.","3235","Native","Ouro","High","Parque Nacional da Serra da Bocaina.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","campos-portoi","Brade","ASPLENIACEAE Asplenium campos-portoi Brade","147819","GBIF","BHCB","Giacomin, L.L.","1575","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Trilha para o mirante, saindo do alojamento.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","harpeodes","Kunze","ASPLENIACEAE Asplenium harpeodes Kunze","RB01458546","GBIF","RB","Lino, V.","414","Native","Bronze","High","No interior da mata, na Estrada para a Pousada Conde D´eu. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","incurvatum","Fée","ASPLENIACEAE Asplenium incurvatum Fée","RB01451005","GBIF","RB","Lino, V.","413","Native","Bronze","High","Sobre árvore na beira da Estrada para a Pousada Conde D´eu. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","jucundum","Fée","ASPLENIACEAE Asplenium jucundum Fée","RB01456025","GBIF","RB","Lino, V.","375","Native","Bronze","High","Trilha ao lado direito da foz da Cachoeira Santo Izidro. Sobre Alsophila, à margem do rio. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","kunzeanum","Klotzsch ex Rosenst.","ASPLENIACEAE Asplenium kunzeanum Klotzsch ex Rosenst.","RB01451000","GBIF","RB","Lino, V.","392","Native","Bronze","High","Na beira da trilha, após ""Mata de Dicksonias"". Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","praemorsum","Sw.","ASPLENIACEAE Asplenium praemorsum Sw.","RB01451010","GBIF","RB","Lino, V.","396","Native","Bronze","High","Trilha para o Pico do Tira Chapéu. Sobre árvore na primeira mata. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","pseudonitidum","Raddi","ASPLENIACEAE Asplenium pseudonitidum Raddi","61107","GBIF","UPCB","Labiak, P.H.","4279","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","scandicinum","Kaulf.","ASPLENIACEAE Asplenium scandicinum Kaulf.","RB01454655","GBIF","RB","Lino, V.","383","Native","Bronze","High","Mata antes da descida da trilha para a Cachoeira Santo Izidro. Sobre Cyatheaceae. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","uniseriale","Raddi","ASPLENIACEAE Asplenium uniseriale Raddi","RB01450999","GBIF","RB","Lino, V.","390","Native","Bronze","High","No solo no interior da mata. Trilha que leva à ""Mata de Dicksonias"". Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Baccharis","glaziovii","Baker","ASTERACEAE Baccharis glaziovii Baker","RB00686767","GBIF","RB","Pinheiro, F.M.","72","Native","Bronze","High","Parque Nacional da Serra da Bocaina. Beira da estrada.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Dasyphyllum","spinescens","(Less.) Cabrera","ASTERACEAE Dasyphyllum spinescens (Less.) Cabrera","RB00856642","GBIF","RB","Nadruz, M.","2847","Native","Ouro","High","Estrada trilha do ouro. Parque Nacional Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Grazielia","intermedia","(DC.) R.M.King & H.Rob.","ASTERACEAE Grazielia intermedia (DC.) R.M.King & H.Rob.","HUFU00046269","GBIF","HUFU","Assis, M.V.","s.n.","Native","Ouro","High","Parque Nacional da Serra da Bocaina; Próximo ao fim da trilha, São José do Barreiro.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Hypochaeris","lutea","(Vell.) Britton","ASTERACEAE Hypochaeris lutea (Vell.) Britton","312898","GBIF","SP","Bianchini, R.S.","1078","Native","Bronze","High","Serra da Bocaina, Base da Reserva do Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Inulopsis","scaposa","(DC.) O.Hoffm.","ASTERACEAE Inulopsis scaposa (DC.) O.Hoffm.","126925","GBIF","UEC","Freitas, L.","328","Native","Ouro","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Lessingianthus","roseus","(Mart. ex DC.) H.Rob.","ASTERACEAE Lessingianthus roseus (Mart. ex DC.) H.Rob.","R010071563","GBIF","R","Picanco, W.L.","66","Native","Bronze","High","Estrada de São José do Barreiro para o Bairro dos Macacos, após a Casa de Pedra. Morro da Antena Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Mikania","sessilifolia","DC.","ASTERACEAE Mikania sessilifolia DC.","58003","GBIF","HUFU","Farney, C.","672","Native","Ouro","High","Parque Nacional da Serra do Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Moquiniastrum","paniculatum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum paniculatum (Less.) G. Sancho","HUCP00007623","Splink","HUCP","Budel, L.","s.n.","Native","Latão","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","UNIP08050","GBIF","UNIP","Paciencia, M.","3544","Native","Bronze","High","Sítio da Lua. Zona rural de Cunha, arredores do PARNA Serra da Bocaina. Área aberta.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Piptocarpha","leprosa","(Less.) Baker","ASTERACEAE Piptocarpha leprosa (Less.) Baker","84514","GBIF","UEC","Rossi, L.","1593","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Trilha do Ouro","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Piptocarpha","macropoda","(DC.) Baker","ASTERACEAE Piptocarpha macropoda (DC.) Baker","278740","GBIF","SP","Rossi, L.","1593","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Trilha do Ouro","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Piptocarpha","regnellii","(Sch.Bip.) Cabrera","ASTERACEAE Piptocarpha regnellii (Sch.Bip.) Cabrera","RB00941149","GBIF","RB","Bovini, M.G.","3995","Native","Bronze","High","Parque Nacional da Serra da Bocaina, estrada para a trilha do ouro, logo após a guarita de entrada do Parque.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Praxelis","grandiflora","(DC.) Sch.Bip.","ASTERACEAE Praxelis grandiflora (DC.) Sch.Bip.","R010071562","GBIF","R","Picanco, W.L.","67","Native","Bronze","High","Estrada de São José do Barreiro para o Bairro dos Macacos, após a Casa de Pedra. Morro da Antena Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Richterago","radiata","(Vell.) Roque","ASTERACEAE Richterago radiata (Vell.) Roque","104668","GBIF","UEC","Freitas, L.","561","Native","Ouro","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Senecio","oleosus","Vell.","ASTERACEAE Senecio oleosus Vell.","R010071557","GBIF","R","Picanco, W.L.","65","Native","Bronze","High","Estrada de São José do Barreiro para o Bairro dos Macacos, após a Casa de Pedra Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Trixis","glaziovii","Baker","ASTERACEAE Trixis glaziovii Baker","PMSP007530","GBIF","PMSP","Simao-Bianchini, R.","1080","Native","Ouro","High","Base da Reserva do Parque Nacional da Serra da Bocaina. S22°, W44°. Campo brejoso.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Asteraceae","Vernonanthura","westiniana","(Less.) H.Rob.","ASTERACEAE Vernonanthura westiniana (Less.) H.Rob.","HB000015257","Splink","HB","Sucre, D.","3023","Native","Ouro","High","Reserva Florestal de Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Athyriaceae","Athyrium",,"Roth","ATHYRIACEAE Athyrium Roth","61093","GBIF","UPCB","Labiak, P.H.","4336",,"Latão","High","Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Athyriaceae","Diplazium","ambiguum","Raddi","ATHYRIACEAE Diplazium ambiguum Raddi","61114","GBIF","UPCB","Labiak, P.H.","4315","Native","Ouro","High","São José do Barreiro. Estrada para o Parque Nacional da Serra da Bocaina. Rodovia SP 221.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Athyriaceae","Diplazium","leptocarpon","Fée","ATHYRIACEAE Diplazium leptocarpon Fée","RB01457755","GBIF","RB","Mynssen, C.","1549","Native","Latão","High","Trilha para a Cacheira Santo Izidro. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Athyriaceae","Diplazium","lindbergii","(Mett.) Christ","ATHYRIACEAE Diplazium lindbergii (Mett.) Christ","RB00673618","GBIF","RB","Mynssen, C.","1268","Native","Latão","High","Parque Nacional da Serra da Bocaina, estrada após rio que cruza a estrada pincipal.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Athyriaceae","Diplazium","rostratum","Fée","ATHYRIACEAE Diplazium rostratum Fée","RB00673643","GBIF","RB","Mynssen, C.","1288","Native","Bronze","High","Parque Nacional da Serra da Bocaina, estrada para pousada dos Veados.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","angularis","Raddi","BEGONIACEAE Begonia angularis var. angularis Raddi","312868","GBIF","SP","Bianchini, R.S.","1063","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Base da Reserva","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","hirtella","Link","BEGONIACEAE Begonia hirtella Link","RB00053966","GBIF","RB","Martinelli, G.","4686","Native","Bronze","High","Parque Nacional da Serra da Bocaina, próximo ao Marco 22. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","incisoserrata","(Klotzsch) A.DC.","BEGONIACEAE Begonia incisoserrata (Klotzsch) A.DC.","278054","GBIF","SP","Rossi, L.","1587","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Trilha do Ouro, mata de fundo de vale","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","integerrima","Spreng.","BEGONIACEAE Begonia integerrima Spreng.","RB00053365","GBIF","RB","Martinelli, G.","4677","Native","Ouro","High","Mun. Bananal, Parque Nacional da Serra da Bocaina, próx. ao Marco 22, margens de rio. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","pulchella","Raddi","BEGONIACEAE Begonia pulchella Raddi","277069","GBIF","SP","Catharino, E.L.M.","1972","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Caminho em direção à Cachoeira do Veado. Rio dos Veados","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Begoniaceae","Begonia","valdensium","A.DC.","BEGONIACEAE Begonia valdensium A.DC.","277070","GBIF","SP","Catharino, E.L.M.","1973","Native","Bronze","High","Parque Nacional da Serra da Bocaina, caminho em direção à cachoeira do Veado. Rio dos Veados","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Blechnaceae","Austroblechnum","organense","(Brade) Gasper & V.A.O. Dittrich","BLECHNACEAE Austroblechnum organense (Brade) Gasper & V.A.O. Dittrich","1017130","GBIF","NY","P., H.L.E.","4296","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Blechnaceae","Blechnum",,"L.","BLECHNACEAE Blechnum L.","RB00527885","GBIF","RB","Labiak, P.H.","4322",,"Latão","High","Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Blechnaceae","Lomaria","spannagelii","(Rosenst.) Gasper & V.A.O. Dittrich","BLECHNACEAE Lomaria spannagelii (Rosenst.) Gasper & V.A.O. Dittrich","61105","GBIF","UPCB","Labiak, P.H.","4288","Native","Ouro","High","Parque Nacional da serra da Bocaina, Cachoeira São Izidro","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Blechnaceae","Lomaridium","plumieri","(Desv.) C. Presl","BLECHNACEAE Lomaridium plumieri (Desv.) C. Presl","61090","GBIF","UPCB","Labiak, P.H.","4331","Native","Ouro","High","Estrada do parque Nacional da Serra da Bocaina para Campos Novos.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Ferns and Lycophytes","Blechnaceae","Parablechnum","cordatum","(Desv.) Gasper & Salino","BLECHNACEAE Parablechnum cordatum (Desv.) Gasper & Salino","61097","GBIF","UPCB","Labiak, P.H.","4287","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Boraginaceae","Cynoglossum",,"L.","BORAGINACEAE Cynoglossum L.","RB00061109","GBIF","RB","Martinelli, G.","4628",,"Latão","High","Muni. Cunha, Campos Novos do Cunha, Parque Nacional da Serra do Bocaina, caminho para a Mata do Triste.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Aechmea","nudicaulis","(L.) Griseb.","BROMELIACEAE Aechmea nudicaulis (L.) Griseb.","RB00158668","GBIF","RB","Martinelli, G.","1102","Native","Ouro","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Aechmea","phanerophlebia","Baker","BROMELIACEAE Aechmea phanerophlebia Baker","RB00162655","GBIF","RB","Brade, A.C.","20905","Native","Ouro","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Billbergia","distachia","(Vell.) Mez","BROMELIACEAE Billbergia distachia var. distachia (Vell.) Mez","RB00136047","GBIF","RB","Brade, A.C.","21196","Native","Bronze","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Dyckia","tuberosa","(Vell.) Beer","BROMELIACEAE Dyckia tuberosa (Vell.) Beer","335719","GBIF","SP","Freitas, L.","495","Native","Ouro","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Fernseea","bocainensis","E.Pereira & Moutinho","BROMELIACEAE Fernseea bocainensis E.Pereira & Moutinho","RB00287222","GBIF","RB","Martinelli, G.","4673","Native","Ouro","High","Próximo ao marco 22. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Hohenbergia","horrida","Harms","BROMELIACEAE Hohenbergia horrida Harms","79133","GBIF","UFP","Amorim, B.S.","1917","Native","Latão","High","Parque Nacional Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Nidularium","bocainense","Leme","BROMELIACEAE Nidularium bocainense Leme","RB00181691","GBIF","RB","Martinelli, G.","7773","Native","Ouro","High","Parque Nacional da Serra da Bocaina, margens do Rio Bonito. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Nidularium","innocentii","Lem.","BROMELIACEAE Nidularium innocentii var. innocentii Lem.","RB00206452","JABOT","RB","Martinelli, G.","4627","Native","Bronze","High","Campos Novos do Cunha, Parque Nacional da Serra da Bocaina, mata do Triste. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Pitcairnia","flammea","Lindl.","BROMELIACEAE Pitcairnia flammea Lindl.","335721","GBIF","SP","Freitas, L.","598","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Rodovia SP-221, km 12.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Racinaea","aerisincola","(Mez) M.A.Spencer & L.B.Sm.","BROMELIACEAE Racinaea aerisincola (Mez) M.A.Spencer & L.B.Sm.","62358","GBIF","HRCB","Marcusso, G.M.","425","Native","Bronze","High","Trilha para a cachoeira Sto Isidoro Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Tillandsia","stricta","Sol.","BROMELIACEAE Tillandsia stricta Sol.","RB00217920","GBIF","RB","Martinelli, G.","1122","Native","Ouro","High","Parque Nacional da Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","L.","BROMELIACEAE Tillandsia tenuifolia L.","62345","GBIF","HRCB","Marcusso, G.M.","407","Native","Bronze","High","Trilha ao longo da estrada principal Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Vriesea","altodaserrae","L.B.Sm.","BROMELIACEAE Vriesea altodaserrae L.B.Sm.","RB00262310","GBIF","RB","Martinelli, G.","1104","Native","Ouro","High","Parque Nacional da Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Vriesea","carinata","Wawra","BROMELIACEAE Vriesea carinata Wawra","62348","GBIF","HRCB","Marcusso, G.M.","411","Native","Bronze","High","Trilha ao longo da estrada principal Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Vriesea","friburgensis","Mez","BROMELIACEAE Vriesea friburgensis Mez","62344","GBIF","HRCB","Marcusso, G.M.","406","Native","Bronze","High","Parque Nacional da Serra da Bocaina. Trilha ao londo da estrada principal, entrada da trilha para a cachoeira das posses.","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Vriesea","longicaulis","(Baker) Mez","BROMELIACEAE Vriesea longicaulis (Baker) Mez","RB00274870","GBIF","RB","Brade, A.C.","21152","Native","Ouro","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Vriesea","sazimae","Leme","BROMELIACEAE Vriesea sazimae Leme","RB00264829","GBIF","RB","Brade, A.C.","21153","Native","Bronze","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Bromeliaceae","Wittrockia","gigantea","(Baker) Leme","BROMELIACEAE Wittrockia gigantea (Baker) Leme","RB00179293","GBIF","RB","Brade, A.C.","21155","Native","Bronze","High","Serra da Bocaina. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Cactaceae","Rhipsalis","elliptica","G.Lindb. ex K.Schum.","CACTACEAE Rhipsalis elliptica G.Lindb. ex K.Schum.","48229","GBIF","UEC","Martinelli, G.","4672","Native","Ouro","High","Parque Nacional da Serra da Bocaina, próximo ao Marco 22. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Campanulaceae","Siphocampylus","longipedunculatus","Pohl","CAMPANULACEAE Siphocampylus longipedunculatus Pohl","5672","GBIF","SPFR","Godoy, S.A.P.","1992","Native","Bronze","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Campanulaceae","Wahlenbergia","brasiliensis","Cham.","CAMPANULACEAE Wahlenbergia brasiliensis Cham.","234432","GBIF","R","Picanco, W.L.",,"Native","Bronze","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Clethraceae","Clethra","scabra","Pers.","CLETHRACEAE Clethra scabra Pers.","RB00855911","GBIF","RB","Nadruz, M.","2830","Native","Bronze","High","Estrada trilha do ouro. Parque Nacional Serra da Bocaina","Não"
"PARQUE NACIONAL SERRA DA BOCAINA","Angiosperms","Clusiaceae","Tovomitopsis","paniculata","(Spreng.) Planch. & Triana","CLUSIACEAE Tovomitopsis paniculata (Spreng.) Planch. & Triana","99603","GBIF","UEC","Catharino, E.L.M.","1962","Native","Ouro","High","Parque Nacional da Serra da Bocaina","Não"
