"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,"SP","288304","Davilla rugosa","Plantae","Dilleniaceae","Davilla","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Água Branca","IBt","PreservedSpecimen","Bruniera, CP","2010",,,"0","0","1","rugosa","Kirizawa, M; Rapini, A; Proença, SL","-45.349998","-23.77","2021-12-09T11:04:26","Poir.","3208",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2010-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3208","1995","Bruniera, C.P.","2010","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Davilla rugosa","Poir.","possibly_ok","Dilleniaceae","Davilla rugosa","Poir.","species","name accepted","bfo-7353",,,"Davilla rugosa Poir.","Davilla","Dilleniaceae","low","Davilla rugosa"
"speciesLink","SP010728","SP","288308","Dendropanax monogynus","Plantae","Araliaceae","Dendropanax","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha Toca da Goteira","IBt","PreservedSpecimen","Fiaschi, P","2002","12",,"0","0","1","monogynus","Kirizawa, M; Rapini, A; Proença, SL","-45.349998","-23.77","2021-12-09T10:59:51","Decne. & Planch.","3197",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2002-12-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3197","1995","Fiaschi, P.","2002","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Dendropanax cuneatus","(DC.) Decne. & Planch.","possibly_ok","Araliaceae","Dendropanax cuneatus","(DC.) Decne. & Planch.","species","name misspelled|replaced synonym","bfo-5105","Dendropanax cuneatus","(DC.) Decne. & Planch.","Dendropanax cuneatus (DC.) Decne. & Planch.","Dendropanax","Araliaceae","high","Dendropanax cuneatus"
"speciesLink","UEC109219","UEC","81044","Dendropanax monogynus","Plantae","Araliaceae","Dendropanax","1995","08","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Mata atlântica. Trilha Toca da Goteira.","UNICAMP","S","Fiaschi, P","2011","11",,"0","0","2","monogynus","Kirizawa, M; Rapini, A; Proença, SL","-45.349998","-23.77","2025-04-07T10:47:49","(Vell.) Seem.","3197",,,,"23719","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Ilhabela","2011-11-NA",,,,,,,,,,,,,,,,,,"UEC",,"Kirizawa, M.","3197","1995","Fiaschi, P.","2011","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela, mata atlantica",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Dendropanax monogynus","(Vell.) Seem.","possibly_ok","Araliaceae","Dendropanax monogynus","(Vell.) Seem.","species","name accepted","bfo-5110",,,"Dendropanax monogynus (Vell.) Seem.","Dendropanax","Araliaceae","high","Dendropanax monogynus"
"speciesLink","UEC076463","UEC","58812","Diplazium ambiguum","Plantae","Dryopteridaceae","Diplazium","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNICAMP","S","Cislinski, J","1994","03","28","0","0","2","ambiguum","Salino, A","-45.349998","-23.77","2024-11-25T11:37:16","Raddi","1209",,,,"23719","Pteridophyta",,,,,,,,,,,,,"SPLINK","Ilhabela","1994-03-28",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1209","1991","Cislinski, J.","1994",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Diplazium ambiguum","Raddi","possibly_ok","Athyriaceae","Diplazium ambiguum","Raddi","species","name accepted","bfo-92311",,,"Diplazium ambiguum Raddi","Diplazium","Athyriaceae","low","Diplazium ambiguum"
"speciesLink","UEC076455","UEC","58809","Diplazium celtidifolium","Plantae","Dryopteridaceae","Diplazium","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNICAMP","S","Salino, A","1991",,,"0","0","2","celtidifolium","Salino, A","-45.349998","-23.77","2024-11-25T11:37:16","Kunze","1205",,,,"23719","Pteridophyta",,,,,,,,,,,,,"SPLINK","Ilhabela","1991-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1205","1991","Salino, A.","1991",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Diplazium celtidifolium","Kunze","possibly_ok","Athyriaceae","Diplazium celtidifolium","Kunze","species","name accepted","bfo-108556",,,"Diplazium celtidifolium Kunze","Diplazium","Athyriaceae","low","Diplazium celtidifolium"
"speciesLink","SPF00105145","SPF","105145","Dorstenia hirta","Plantae","Moraceae","Dorstenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira.","USP","PreservedSpecimen","Castro, RM","2004","10",,"0","0","7","hirta","Rapini, A","-45.349998","-23.77","2023-12-20T16:04:19","Desv.","40",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2004-10-NA",,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","40","1995","Castro, R.M.","2004",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Dorstenia hirta","Desv.","possibly_ok","Moraceae","Dorstenia hirta","Desv.","species","name accepted","bfo-10129",,,"Dorstenia hirta Desv.","Dorstenia","Moraceae","high","Dorstenia hirta"
"speciesLink",,"SP","288307","Eugenia mosenii","Plantae","Myrtaceae","Eugenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Mata atlântica, trilha Toca da Goteira","IBt","PreservedSpecimen","Kilsztajn, Y","2025","03",,"0","0","1","mosenii","Kirizawa, M; et al.","-45.349998","-23.77","2025-03-21T08:58:47","(Kausel) Sobral","3198",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2025-03-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3198","1995","Kilsztajn, Y.","2025",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela, mata atlantica",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Eugenia mosenii","(Kausel) Sobral","possibly_ok","Myrtaceae","Eugenia mosenii","(Kausel) Sobral","species","name accepted","bfo-10464",,,"Eugenia mosenii (Kausel) Sobral","Eugenia","Myrtaceae","low","Eugenia mosenii"
"speciesLink","SORO004154","SORO","4154","Eugenia subavenia","Plantae","Myrtaceae","Eugenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela.","UFSCar","PreservedSpecimen",,,,,,,"391","subavenia","Proença, S.L.;Rapini, A.; Kirizawa, M.; Ferreira, C.","-45.349998","-23.77","2024-11-12T10:30:48","O. Berg","84",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"SORO",,"Proenca, S.L.","84","1995","s.n.","n.d.","Rapini, A.; Kirizawa, M.; Ferreira, C.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Eugenia subavenia","O.Berg","possibly_ok","Myrtaceae","Eugenia subavenia","O.Berg","species","author misspelled","bfo-10546",,,"Eugenia subavenia O.Berg","Eugenia","Myrtaceae","unknown","Eugenia subavenia"
"speciesLink",,"SP","288609","Geonoma elegans","Plantae","Arecaceae","Geonoma","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","IBt","PreservedSpecimen","Favaretto, BGS","2012","02","21","0","0","1","elegans","Proença, SL; Rapini, A; Kirizawa, M; Ferreira, C","-45.349998","-23.77","2021-12-09T10:59:58","Mart.","88",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2012-02-21",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","88","1995","Favaretto, B.G.S.","2012","Rapini, A.; Kirizawa, M.; Ferreira, C.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Geonoma elegans","Mart.","possibly_ok","Arecaceae","Geonoma elegans","Mart.","species","name accepted","bfo-44301",,,"Geonoma elegans Mart.","Geonoma","Arecaceae","low","Geonoma elegans"
"speciesLink","SPF00075061","SPF","75061","Guapira opposita","Plantae","Nyctaginaceae","Guapira","1990","03","15","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","USP","PreservedSpecimen","Furlan, A","1995",,,"0","0","7","opposita","Robim, MJ","-45.349998","-23.77","2023-12-20T16:05:08","(Vell.) Reitz","647",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","1995-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Robim, M.J.","647","1990","Furlan, A.","1995",,"Robim",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Guapira opposita","(Vell.) Reitz","possibly_ok","Nyctaginaceae","Guapira opposita","(Vell.) Reitz","species","name accepted","bfo-10913",,,"Guapira opposita (Vell.) Reitz","Guapira","Nyctaginaceae","high","Guapira opposita"
"speciesLink","SPSF00049372","SPSF","49372","Ipomoea bonariensis","Plantae","Convolvulaceae","Ipomoea","2013","02","12","Brasil","SP","Ilhabela","Parque Estadual da Ilhabela","IF","PreservedSpecimen","R.Simão","2013","02","27",,,"13","bonariensis","M.Pastore & R.M.Brito","-45.349998","-23.77","2024-08-06T09:17:03","Hook.","231",,,,"23719","Magnoliophyta","Magnoliopsida","Solanales",,"América do Sul",,,,,,,,,"SPLINK","Ilhabela","2013-02-27",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, M.","231","2013","Simao, R.","2013","Brito, R.M.","Pastore",,"brazil","sao paulo","ilhabela","parque estadual da ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Ipomoea bonariensis","Hook.","possibly_ok","Convolvulaceae","Ipomoea bonariensis","Hook.","species","name accepted","bfo-7029",,,"Ipomoea bonariensis Hook.","Ipomoea","Convolvulaceae","high","Ipomoea bonariensis"
"speciesLink",,"SP","447001","Jacquemontia frankeana","Plantae","Convolvulaceae","Jacquemontia","2013","02","12","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","IBt","PreservedSpecimen","Simão Bianchini, R; Pastore, M","2014","01","21","0","0","1","frankeana","Pastore, M; Brito, RM","-45.349998","-23.77","2025-02-21T08:25:34","(Schltdl.) M.Pastore & Sim.-Bianch.","232",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2014-01-21",,,,,,,,,,,,,,,,,,"SP",,"Pastore, M.","232","2013","Bianchini, R.S.","2014","Brito, R.M.","Pastore","Pastore, M.","brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Jacquemontia frankeana","(Schltdl.) M. Pastore & Sim-Bianch.","possibly_ok","Convolvulaceae","Jacquemontia frankeana","(Schltdl.) M. Pastore & Sim-Bianch.","species","author misspelled","bfo-583298",,,"Jacquemontia frankeana (Schltdl.) M. Pastore & Sim-Bianch.","Jacquemontia","Convolvulaceae","low","Jacquemontia frankeana"
"speciesLink","SPF00110256","SPF","110256","Justicia carnea","Plantae","Acanthaceae","Justicia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","USP","PreservedSpecimen","Kirizawa, M",,,,"0","0","7","carnea","Rapini, A","-45.349998","-23.77","2023-12-20T15:53:37","Lindl.","46",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","46","1995","Kirizawa, M.","n.d.",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Justicia carnea","Lindl.","possibly_ok","Acanthaceae","Justicia carnea","Lindl.","species","name accepted","bfo-4141",,,"Justicia carnea Lindl.","Justicia","Acanthaceae","low","Justicia carnea"
"speciesLink",,"SP","285601","Langsdorffia hypogaea","Plantae","Balanophoraceae","Langsdorffia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","IBt","PreservedSpecimen","Gomes, FP","1997","04","10","0","0","1","hypogaea","Rapini, A; et al.","-45.349998","-23.77","2022-02-04T17:10:36","Mart.","37",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","1997-04-10",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","37","1995","Gomes, F.P.","1997",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Langsdorffia hypogaea","Mart.","possibly_ok","Balanophoraceae","Langsdorffia hypogaea","Mart.","species","name accepted","bfo-5548",,,"Langsdorffia hypogaea Mart.","Langsdorffia","Balanophoraceae","low","Langsdorffia hypogaea"
"speciesLink","SPF00105244","SPF","105244","Leandra acutiflora","Plantae","Melastomataceae","Leandra","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","USP","PreservedSpecimen","Reginato, M","2011",,,"0","0","7","acutiflora","Rapini, A","-45.349998","-23.77","2023-12-20T16:03:36","(Naudin) Cogn.","45",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2011-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","45","1995","Reginato, M.","2011",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Leandra acutiflora","(Naudin) Cogn.","possibly_ok","Melastomataceae","Leandra acutiflora","(Naudin) Cogn.","species","name accepted","bfo-9498",,,"Leandra acutiflora (Naudin) Cogn.","Leandra","Melastomataceae","high","Leandra acutiflora"
"speciesLink","MBM156158","MBM","156158","Licaria armeniaca","Plantae","Lauraceae","Licaria","1989","10","15","Brazil","São Paulo","São Paulo","Parque Estadual de Ilhabela, trilha da água branca, Poço da Escada","MBM","PreservedSpecimen","Baitello, J.B.","1989","10","25",,,"40","armeniaca","Robim, M.J.; Fontes, M.A.","-46.630001","-23.540001","2025-06-01T00:01:00","(Nees) Kosterm.","642",,,,"53584",,,,,,,,,,,,,,"SPLINK","São Paulo","1989-10-25",,,,,,,,,,,,,,,,,,"MBM",,"Robim, M.J.","642","1989","Baitello, J.B.","1989","Fontes, M.A.","Robim",,"brazil","sao paulo","sao paulo","parque estadual de ilhabela",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Licaria armeniaca","(Nees) Kosterm.","possibly_ok","Lauraceae","Licaria armeniaca","(Nees) Kosterm.","species","name accepted","bfo-8419",,,"Licaria armeniaca (Nees) Kosterm.","Licaria","Lauraceae","high","Licaria armeniaca"
"speciesLink",,"SP","288300","Miconia brasiliensis","Plantae","Melastomataceae","Miconia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Goteira","IBt","PreservedSpecimen","Goldenberg, R","2009",,,"0","0","1","brasiliensis","Kirizawa, M; et al.","-45.349998","-23.77","2023-04-28T09:34:18","(Spreng.) Triana","3204",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3204","1995","Goldenberg, R.","2009",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Miconia brasiliensis","(Spreng.) Triana","possibly_ok","Melastomataceae","Miconia brasiliensis","(Spreng.) Triana","species","name accepted","bfo-9675",,,"Miconia brasiliensis (Spreng.) Triana","Miconia","Melastomataceae","high","Miconia brasiliensis"
"user",,"RB","RB01305633","Mollinedia pachysandra Perkins","Plantae","Monimiaceae","Mollinedia","1995","8","23","Brasil","São Paulo",,"Parque Estadual de Ilhabela. Trilha Toca da Goteira","JBRJ","Preserved Specimen","LIRIO",,,,,,,"pachysandra","M. Kirizawa; A. Rapini; S.L. Proença",,,,"Perkins","3199",,,,,,,,,,,,,,,,,,,"Ilhabela","2017-5",,,"BR",,,"1995-08-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Kirizawa, M.","3199","1995","Lirio","2017","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,"urn:catalog:JBRJ:RB:1305633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/30/56/33/01305633.jpg",,,,,,,,,,,,,,,,,"2017-05-10 11:19:52+00","Angiospermas","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Mollinedia pachysandra","Perkins","name_w_authors","Monimiaceae","Mollinedia pachysandra","Perkins","species","name accepted","bfo-10099",,,"Mollinedia pachysandra Perkins","Mollinedia","Monimiaceae","high","Mollinedia pachysandra"
"speciesLink","SP048185","SP","285748","Mollinedia schottiana","Plantae","Monimiaceae","Mollinedia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Próximo à trilha do Poço da Escada.","IBt","PreservedSpecimen","Peixoto, AL","2002",,,"0","0","1","schottiana","Proença, SL; et al.","-45.349998","-23.77","2021-12-09T11:12:04","(Spreng.) Perkins","94",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2002-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","94","1995","Peixoto, A.L.","2002",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Mollinedia schottiana","(Spreng.) Perkins","possibly_ok","Monimiaceae","Mollinedia schottiana","(Spreng.) Perkins","species","name accepted","bfo-10101",,,"Mollinedia schottiana (Spreng.) Perkins","Mollinedia","Monimiaceae","high","Mollinedia schottiana"
"speciesLink",,"SP","335065","Monteverdia gonoclada","Plantae","Celastraceae","Monteverdia","1998","12","16","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, região dos Três Tombos","IBt","PreservedSpecimen","Mamede, MCH","2022","10",,"0","0","1","gonoclada","Baitello, JB; et al.","-45.349998","-23.77","2022-10-07T08:54:27","(Mart.) Biral","850","225","235",,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2022-10-NA",,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","850","1998","Mamede, M.C.H.","2022",,"Baitello",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Monteverdia gonoclada","(Mart.) Biral","possibly_ok","Celastraceae","Monteverdia gonoclada","(Mart.) Biral","species","name accepted","bfo-605640",,,"Monteverdia gonoclada (Mart.) Biral","Monteverdia","Celastraceae","low","Monteverdia gonoclada"
